"comp_year","div_num","div_name","property","agi_incl","agi_excl","retail","march_adm","population","compind_incl","compind_excl","compind"
"2006-2008",58,"MECKLENBURG2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3056
"2006-2008",59,"MIDDLESEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5923
"2006-2008",60,"MONTGOMERY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3737
"2006-2008",62,"NELSON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4874
"2006-2008",63,"NEW KENT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4044
"2006-2008",65,"NORTHAMPTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3925
"2006-2008",66,"NORTHUMBERLAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6517
"2006-2008",67,"NOTTOWAY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2429
"2006-2008",68,"ORANGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4323
"2006-2008",69,"PAGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2882
"2006-2008",70,"PATRICK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2592
"2006-2008",71,"PITTSYLVANIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2573
"2006-2008",72,"POWHATAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3722
"2006-2008",73,"PRINCE EDWARD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2776
"2006-2008",74,"PRINCE GEORGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2304
"2006-2008",75,"PRINCE WILLIAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4287
"2006-2008",77,"PULASKI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2995
"2006-2008",78,"RAPPAHANNOCK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7463
"2006-2008",79,"RICHMOND COUNTY2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3593
"2006-2008",80,"ROANOKE COUNTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3757
"2006-2008",81,"ROCKBRIDGE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4546
"2006-2008",82,"ROCKINGHAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3299
"2006-2008",83,"RUSSELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2292
